,lane_ID,id,parent_id,time_sec,length_um,gfp_nb
44,20190515.0.10,104,95,50580,2.8626,24191.18612262
45,20190515.0.10,104,95,50760,2.99,25099.7313402
46,20190515.0.10,104,95,50940,3.1278,25012.93770954
47,20190515.0.10,104,95,51120,3.2630000000000003,28449.65482722
48,20190515.0.10,104,95,51300,3.3306000000000004,28406.957746860004
49,20190515.0.10,104,95,51480,3.45345,30301.40661966
50,20190515.0.10,104,95,51660,3.59385,34312.41959508
51,20190515.0.10,104,95,51840,3.66405,33704.774112240004
52,20190515.0.10,104,95,52020,3.79275,35308.622145060006
53,20190515.0.10,106,103,52020,1.98315,16206.238782360002
54,20190515.0.10,106,103,52200,1.9916,16590.51648342
55,20190515.0.10,106,103,52380,2.10405,18780.1100586
56,20190515.0.10,106,103,52560,2.1762,19736.74177002
